"ID","Timestamp","Identifier","Avg_rating","Total_answers","Total_ratings","Answer","Num_options","Question","OptionA","OptionB","OptionC","OptionD","OptionE","Explanation","Tags"
"1203651","2014-10-19 03:23:25","1305560","2.7800","106","63","A","5","<p>As part of the respiratory examination, Matthew also ask the patient to turn to the left. He then applies pressure to the liver and observes for a rise in JVP (Jugular Venous Pressure). What would the positive result be for a rise in JVP?</p>","<p>Sustained rise of greater than or equal to 4cm</p>","<p>Sustained rise of greater than or equal to 3cm</p>","<p>Sustained rise of greater than or equal to 3.5cm</p>","<p>Sustained&nbsp;rise of greater than or equal to 1cm</p>","<p>Sustained&nbsp;rise of greater than or equal to 1.5cm</p>","<p>The correct answer is A (sustained increase of greater than or equal to 4cm). I picked up this information from the 'Geeky Medics' Youtube video on respiratory examination.</p><p>&nbsp;</p><p>Why might JVP be raised? Heart failure (right sided heart failure or congested heart failure), SVC obstruction, renal disease, cardiac tamponade etc. {Information from 'patient. co.uk'}</p>","Clinical skills"
"1203656","2014-10-19 03:29:34","1305560","2.9200","89","59","B","3","<p>Fatima&nbsp;was performing&nbsp;the cardiovascular examination as part of her OSCE when the examiner asked her the following question: '<em>What&nbsp;is the&nbsp;difference&nbsp;between the bell and the diaphragm of&nbsp;a stethoscope?' </em></p><p>&nbsp;</p><p>Which of the following answers should Fatima give?</p>","<p>There is no difference.</p>","<p>The bell is used for low pitched sounds whereas the diaphragm is used for high pitched sounds.</p>","<p>The bell is used for high pitched sounds whereas the diaphragm is used for low pitched sounds.</p>","","","<p>B is the correct answer. For more information, visit <a class=""enteredLink"" href=""http://depts.washington.edu/physdx/heart/tech.html"" target=""_blank"">http://depts.washington.edu/physdx/heart/tech.html</a>&nbsp;and, if you would like to revise cardiovascular examinations visit the 'Geeky Medics' channel on Youtube.</p><p>&nbsp;</p><p>&nbsp;</p>","-"
"1203658","2014-10-19 03:35:34","1305560","3.0000","108","64","A","5","<p>Tom is percussing the lungs of a patient and, during the percussion, he notes that<em> 'it is stony dull'</em>. What is the patient most likely to have based on this information?</p>","<p>Pleural effusion</p>","<p>The patient is normal.</p>","<p>Pneumothorax</p>","<p>Consolidation</p>","<p>Collapse</p>","<p>The correct answer is A (pleural effusion).</p><p>&nbsp;</p><p>Resonant --&gt; normal</p><p>&nbsp;</p><p>Hyper resonant --&gt; pneumothorax</p><p>&nbsp;</p><p>Dull --&gt; consolidation/ collapse</p><p>&nbsp;</p><p>All of this information has been taken from the 'Geeky Medics' website.</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>","Clinical skills"
"1203664","2014-10-19 03:38:49","1305560","2.7600","96","63","D","5","<p>In general, morning sickness becomes less severe by ... weeks and disappears, more or less, by ... weeks.</p>","<p>5 and&nbsp;9&nbsp;respectively</p>","<p>18 and 21 respectively</p>","<p>21 and 22 respectively</p>","<p>12 and 18 respectively</p>","<p>13 and 16 respectively</p>","","-"
"1203674","2014-10-19 03:54:57","1305560","2.4400","92","62","A","4","<p>Which of the following is a breastfed baby more likely to suffer from in comparison to a bottle fed baby?</p>","<p>Vitamin C deficiency --&gt; scurvy</p>","<p>Vitamin A</p>","<p>Vitamin K</p>","<p>Vitamin E</p>","","<p>This was discussed in our small groups session.</p><p>&nbsp;</p><p>1) Colostrum (First week): high in proteins, IgA and the fat soluble vitamins A, D, E and K. Low in fats, sugars and some B vitamins.</p><p>&nbsp;</p><p>2) Transitional milk (Second and third weeks): decrease in proteins and IgAs, increase in fats and sugars. The calorific value increases.</p><p>&nbsp;</p><p>3) Mature milk (by the time the baby is 3 weeks old): high in fats, sugars and essential amino acids.</p><p>&nbsp;</p><p>All of the information above has been taken from the Pocock textbook. There are excellent, detailed notes in Pocock on the physiology of both pregnancy and lactation.</p>","-"
"1203678","2014-10-19 04:01:24","1305560","3.0300","97","59","D","5","<p>In the last 2-3 weeks of pregnancy, there might be a decrease in the lady's weight. Why might this be?</p>","<p>Vomiting</p>","<p>Decrease in food intake</p>","<p>Bleeding</p>","<p>Diminution of amniotic fluid</p>","<p>Stress and anxiety about labour</p>","<p>D is the correct answer. I hope that this is quite self- explanatory.</p><p>&nbsp;</p><p>The weight increase is usually 10-14 kg in whole pregnancy. Twin pregnancies may lead to a total weight gain of 16- 20 kg.</p>","-"
"1204819","2014-10-20 05:39:11","1305560","2.8900","170","102","D","5","<p>The LNMP (last normal menstrual period)&nbsp;indicates the gestational age. However, the gestational age actually overestimates the actual fertilisation or embryonic age. How many days does the gestational age overestimate the actual fertilisation by?</p>","<p>10 and a&nbsp;half&nbsp;days</p>","<p>2 days</p>","<p>5 days</p>","<p>14 days</p>","<p>0 days</p>","<p>The correct answer is D or 14 days/ 2 weeks.&nbsp;</p><p>&nbsp;</p><p>LNMP&nbsp;stands for last normal menstrual period, but it is important to remember that conception actually took place 14 days before the LNMP because ovulation&nbsp;was 14 days before the LNMP (ovulation&nbsp;= 14th day of the menstrual cycle).&nbsp;</p><p>&nbsp;</p><p>I took this information from the embryology book called 'Before we are born' from the Heath library; the textbook is excellent in that it presents the embryology in a very accessible manner. For the first case, I believe, we are required to know the embryology up until the third week of development. For the second case, it is the development of the cardiovascular system that we should study.</p><p>&nbsp;</p>","Case 7"
"1204836","2014-10-20 05:52:28","1305560","3.2200","191","100","B","5","<p>Sara is&nbsp;10 weeks pregnant and complains to her doctor that she is experiencing an increased frequency of micturition. Which of the following is the most likely reason for&nbsp;her increased frequency of micturition?</p>","<p>Urinary tract infection (UTI)</p>","<p>Increase in renal blood flow</p>","<p>Kidney failure</p>","<p>Diabetes</p>","<p>Pregnant uterus pushing onto the bladder</p>","<p>An increased frequency of micturition is one of the symptoms of pregnancy.</p><p>&nbsp;</p><p>In the early stages, this is due to an increase in the renal blood flow; the renal blood flow increases due to the increased cardiac output. However, in later pregnancy, the uterus pushes onto the bladder and hence causes the symptom mentioned.</p><p>&nbsp;</p><p>Another important, but unrelated, point that I would like to quickly mention is: the enlarged uterus will also push onto the ureters meaning that it is harder for them to drain urine into the bladder; urine will simply back up cauing dilataion.</p><p>&nbsp;</p><p>All of the information provided above is from Pocock Physiology textbook; the chapters from Pocock on the physiology of pregnancy and lactation are very comprehensive and easy to understand.</p><p>&nbsp;</p>","Case 8"
"1204852","2014-10-20 06:04:14","1305560","3.1100","186","104","E","5","<p>Why is pregnancy called the 'hypercoagulable' state?</p>","<p>Because there is an increase in the RBC count</p>","<p>Because there is a decrease in the RBC count</p>","<p>Because there is an increase in the platelet count</p>","<p>Because there is an increase in the fibrinogens and clotting factors VIII- XII</p>","<p>Because there is an increase in the levels of fibrinogens and clotting factors VII - X</p>","<p>The correct answer is E.</p><p>&nbsp;</p><p>1) There is a slight rise in the number of WBCs during pregnancy. I don't really know why this is and would appreciate if someone could explain in the comments below.</p><p>&nbsp;</p><p>2) The plasma volume increases&nbsp;by 50%, but the RBC mass only increases by&nbsp;30%. Therefore, haemodilution occurs.</p><p>&nbsp;</p><p><strong>3) There is a decrease in the platelet count. </strong></p><p>&nbsp;</p><p><strong>4) However, there is an increase in the levels of fibrinogens and also clotting factors VII - X&nbsp;and this is the reason why pregnancy is called the 'hypercoagulable' state.</strong></p><p>&nbsp;</p><p>All of the information above has been taken from Pocock. The text in bold is the explanation for this question; I have included the rest of the information to just add some more detail.</p>","Case 8"
"1204860","2014-10-20 06:14:20","1305560","2.6000","95","65","B","5","<p>Samantha is pregnant and experiences nausea and vomiting. Nausea and vomiting are worst in the first 12 -14 weeks of pregnancy. Why is this?</p>","<p>The woman gets used to it and develops better coping/ prevention&nbsp;techniques</p>","<p>Increasing level of hCG secretion in the first 10-12 weeks</p>","<p>Increasing level of oestrogen and progesterone secretion in the first 10-12 weeks</p>","<p>Increasing level of growth hormone secretion in the first 10-12 weeks</p>","<p>Increasing level of prolactin secretion in the first 10-12 weeks</p>","<p>The answer is, of course, B and I hope that this is quite self- explanatory.</p><p>&nbsp;</p><p>The nausea and vomiting usually become less severe after 12 weeks and then disappear after 16 weeks.</p><p>&nbsp;</p><p>In rare cases, problems may remain throughout gestation: hyperemesis gravidarum (suffered by Kate Middleton). The condition can lead to weight loss, acid- base imbalances and dehydration.</p><p>&nbsp;</p><p>The MAIN source of information is Pocock.</p>","-"
"1204888","2014-10-20 06:35:34","1305560","3.1300","180","89","A","5","<p>When lactation begins after pregnancy, there is a change in the shape of the alveolar cells from ___ to ___.</p>","<p>Tall columnar to low cuboidal</p>","<p>Stratified squamous to simple squamous</p>","<p>Low cuboidal to tall columnar</p>","<p>Simple squamous to stratified squamous</p>","<p>Low columnar to tall columnar</p>","<p>During the period of pregnancy, there is no lactation because the high levels of oestrogen and progesterone will inhibit the high levels of prolactin.</p><p>&nbsp;</p><p>However, after labour, due to the removal of placenta, the levels of oestrogen and progesterone will decrease. The levels of prolactin will remain high and hence lactation (i.e. the synthesis and secretion of milk) occurs.</p><p>&nbsp;</p><p>Before labour, the alveolar cells were tall columnar, but as lactation begins to take place following labour, the cells will become low cuboidal (this is due to the contents of the lumen squashing the tall columnar cells flat).</p><p>&nbsp;</p><p>All of the above information has been taken from Pocock.</p><p>&nbsp;</p><p>Any issues, please leave a comment below.</p>","Case 8"
"1212572","2014-10-23 11:27:04","7404847","3.1000","112","61","B","5","<p>A 44-year-old man presents with pain and swelling in his left ankle. It has been painful for the past 18 months, however it has increased in intensity over the past 24 hours. He first noticed it worsening several hours after he returned from a night at the pub. On examination, he cannot bear weight on the joint and there are smooth white deposits over the calcaneal tendon. His X-ray shows several ""punched out"" bone cysts on the calcaneus.</p><p>&nbsp;</p><p>What is the most likely diagnosis?</p>","<p>chronic osteomyelitis</p><p>&nbsp;</p>","<p>chronic tophaceous gout</p><p>&nbsp;</p>","<p>psoriatic arthritis</p><p>&nbsp;</p>","<p>rheumatoid arthritis</p><p>&nbsp;</p>","<p>septic arthritis</p>","<p>Chronic tophaceous gout results from very high uric acid concentrations and can present with joint pain and tophi (smooth, white deposits in skin and around the joint). In chronic tophaceous gout, the tophi characteristically occur on the ear, fingers and Achilles' tendon. It is usually the result of renal impairment or chronic use of diuretics. The joint pain is usually chronic, but can have gout-like flare ups; particularly after consumption of large amounts of alcohol. On X-ray, particular deposits cause a halo of radiolucency leading to the ""punched out"" appearance.</p><p>Osteomyelitis often results from haematogenous spread from a boil or infection. The patient normally presents with fever and localised pain and erythema over the site of infection.</p><p>Psoriatic arthritis develops in people with a history of psoriasis; people particularly at risk are those with psoriatic nail changes. It tends to affect the distal MCP joints and is one of the rare conditions to specifically do so.</p><p>Rheumatoid arthritis is less common in men and tends to present with characteristic hand deformities or arthritis affecting several joints.</p><p>Septic arthritis the joint would be hot, red and swollen. Joint destruction occurs in days and urgent treatment is needed. The timescale does not fit this case as he experience pain for a year prior to this attack.</p><p>&nbsp;</p><p>References</p><p>Clark M and Kumar P. 2009. Rheumatology and Bone Disease. Kumar and Clark's Clinical Medicine. 7th edition p.p 538-539</p>","Rheumatology"
